#{"t_start": 1734271502.461839, "env_id": "Pendulum-v1"}
r,l,t
-956.63744,200,1.088204
-1276.047609,200,1.159286
-840.804439,200,1.229536
-1075.639704,200,1.299307
-911.565403,200,1.37201
-994.044331,200,1.949717
-985.974498,200,2.019312
-867.264042,200,2.09065
-1301.177642,200,2.16268
-1460.264532,200,2.232664
-962.482695,200,2.77175
-1475.851385,200,2.84219
-873.44173,200,2.913639
-1076.539004,200,2.983542
-1033.074863,200,3.053547
-1295.755485,200,3.591539
-1475.48245,200,3.663291
-1471.037232,200,3.733783
-1186.156218,200,3.803818
-1438.653494,200,3.877225
-1168.900086,200,4.407662
-1800.908946,200,4.477882
-1619.254564,200,4.547979
-1333.222391,200,4.618387
-1542.239066,200,4.689803
-1399.183913,200,5.222008
-878.532989,200,5.292042
-877.617942,200,5.362002
-1073.282067,200,5.433306
-1535.81428,200,5.50338
-1078.882028,200,6.032593
-1264.45579,200,6.102587
-1745.08644,200,6.17346
-900.754875,200,6.243849
-852.061455,200,6.313689
-1640.788228,200,6.84482
-1205.340385,200,6.916004
-766.897522,200,6.986088
-1373.244192,200,7.055931
-1817.153758,200,7.126292
-1157.589253,200,7.656669
-1529.851566,200,7.726869
-751.940821,200,7.799568
-1664.122202,200,7.869496
-1627.001216,200,7.940875
-1405.379241,200,8.474063
-1658.048145,200,8.543913
-1368.116832,200,8.613913
-1169.994445,200,8.685379
-1181.14483,200,8.756557
-1305.730812,200,9.698451
-1389.680198,200,10.021953
-1644.445375,200,10.346193
-1588.452474,200,10.669589
-1161.231324,200,10.993094
-1632.353643,200,11.786152
-1521.445164,200,12.120919
-1527.882446,200,12.453859
-1468.681422,200,12.789136
-1327.014004,200,13.123695
-1497.567751,200,13.917118
-1054.627769,200,14.248859
-1596.252901,200,14.576352
-1517.284359,200,14.900322
-1173.790114,200,15.229487
-1645.027354,200,16.016211
-1442.945679,200,16.344389
-1516.277514,200,16.673517
-1639.530721,200,17.005285
-1396.062184,200,17.334966
-1615.857036,200,18.14321
-1512.511173,200,18.477531
-1178.788847,200,18.815436
-1607.295325,200,19.147836
-1423.426922,200,19.480783
-1647.114402,200,20.270078
-1516.799393,200,20.601977
-1654.844157,200,20.932528
-1558.118032,200,21.263854
-1326.506229,200,21.594617
-1464.9087,200,22.38667
-1336.306445,200,22.717717
-1555.105048,200,23.054835
-1655.547434,200,23.388118
-1356.15975,200,23.724876
-1370.691663,200,24.533139
-1536.451377,200,24.866107
-1642.668587,200,25.198071
-1153.957486,200,25.531086
-1255.195811,200,25.863289
-1283.006583,200,26.65493
-1623.7703,200,26.987053
-1072.078436,200,27.321751
-1583.396869,200,27.653962
-1598.712679,200,27.989554
-1635.132526,200,28.782116
-1512.104409,200,29.116959
-1194.240319,200,29.613017
-1512.589738,200,29.946393
-1279.564324,200,30.279439
-1011.064437,200,31.085629
-1322.819533,200,31.416905
-1647.491572,200,31.749988
-892.8753,200,32.082058
-1583.70511,200,32.415443
-1623.210788,200,33.205066
-1573.88214,200,33.537133
-1570.694385,200,33.869112
-1183.240338,200,34.20708
-1587.847456,200,34.542552
-1447.512889,200,35.385686
-1633.515196,200,35.724171
-1658.189866,200,36.056346
-1568.239423,200,36.395345
-1182.231026,200,36.73344
-1203.415825,200,37.567131
-1518.728591,200,37.86761
-1076.28225,200,38.166439
-1404.550613,200,38.467371
-1518.94573,200,38.765964
-1539.818981,200,39.689965
-1661.231627,200,39.988487
-1514.376134,200,40.286526
-1615.939752,200,40.585944
-1669.082622,200,40.886452
