#{"t_start": 1734272347.2527618, "env_id": "Pendulum-v1"}
r,l,t
-764.652173,200,1.105366
-1409.277809,200,1.191862
-1748.086932,200,1.278609
-881.383648,200,1.364444
-892.586654,200,1.45373
-1610.504629,200,2.049396
-915.105278,200,2.134628
-1735.785912,200,2.218268
-1668.301649,200,2.304165
-871.351548,200,2.387957
-1606.844907,200,2.93166
-972.19011,200,3.015553
-1278.333694,200,3.101119
-875.309525,200,3.185574
-761.58896,200,3.269417
-907.544187,200,3.822495
-1638.527704,200,3.907878
-1050.697163,200,3.992292
-834.927114,200,4.076928
-905.237556,200,4.16131
-986.844856,200,4.712936
-890.641659,200,4.797201
-1461.416365,200,4.881424
-1292.740391,200,4.965911
-1617.371879,200,5.056112
-791.94856,200,5.603249
-1696.544491,200,5.687473
-1198.279346,200,5.771861
-1177.428899,200,5.85736
-1335.809693,200,5.941601
-1393.356283,200,6.488405
-1485.81884,200,6.572698
-975.51635,200,6.658042
-1410.300629,200,6.743108
-1015.359203,200,6.830118
-1686.267957,200,7.384128
-1182.107467,200,7.469413
-992.739759,200,7.553084
-1177.913686,200,7.637179
-896.277627,200,7.721514
-1840.865562,200,8.267009
-1078.568499,200,8.351195
-1406.343825,200,8.435486
-1593.691462,200,8.519928
-1590.871476,200,8.605449
-1704.81865,200,9.150342
-1610.099702,200,9.234459
-1160.434444,200,9.318457
-986.777397,200,9.404058
-1567.022071,200,9.488317
-1214.831419,200,11.694782
-1396.680502,200,13.286184
-1316.148053,200,14.873059
-1434.167803,200,16.495828
-1164.08566,200,18.078024
-1290.794022,200,20.244169
-1621.848148,200,21.834181
-1627.333963,200,23.415163
-1158.270018,200,24.994277
-1622.507277,200,26.577447
-1094.315167,200,28.723314
-1620.350141,200,30.270897
-1198.86253,200,31.825401
-1450.231105,200,33.408875
-1563.447091,200,34.988456
-1170.606141,200,37.155735
-1617.987139,200,38.721393
-1236.739038,200,40.253985
-1652.204704,200,41.676394
-1499.589838,200,43.169896
-940.685423,200,45.310704
-1320.400165,200,46.923227
-1545.841141,200,48.54381
-1518.234,200,50.161764
-885.548898,200,51.773841
-1375.861075,200,53.833199
-1650.517496,200,55.29019
-1597.515261,200,56.810156
-1616.2493,200,58.329415
-1179.124111,200,59.833405
-1538.908579,200,61.868497
-1129.583044,200,63.282651
-1629.521593,200,64.424691
-1646.097086,200,65.596819
-977.883206,200,66.776917
-1626.653968,200,68.44835
-1633.846881,200,69.615065
-1405.277357,200,70.78283
-1169.910861,200,71.922052
-1607.506853,200,73.056345
-1061.752548,200,74.64895
-1307.796561,200,75.861837
-1258.830816,200,77.054185
-1516.105678,200,78.551007
-1236.437496,200,80.044946
-1615.372914,200,82.01713
-1638.175884,200,83.520265
-1279.000375,200,85.022585
-1360.982924,200,86.521766
-1368.333931,200,88.034788
-1656.595796,200,89.996205
-1648.628877,200,91.496326
-1518.553194,200,92.971551
-1185.545305,200,94.524564
-1563.284827,200,96.022951
-1181.972048,200,98.052847
-1213.962643,200,99.636727
-1262.533448,200,101.20906
-1354.331238,200,102.786226
-1606.151348,200,104.374406
-1021.463253,200,106.422437
-1537.369935,200,107.999261
-1630.446559,200,109.53456
-1632.061067,200,111.038855
-1646.041243,200,112.607316
-1242.030036,200,114.591684
-1519.578715,200,116.093201
-1602.051842,200,117.591361
-1397.163573,200,119.095534
-1664.211933,200,120.596843
-1514.401464,200,122.549951
-1576.24754,200,124.05792
-1653.343419,200,125.553051
-1309.660098,200,127.046978
-1533.288088,200,128.55738
