#{"t_start": 1734262493.2002006, "env_id": "Pendulum-v1"}
r,l,t
-1025.43859,200,2.894731
-1189.233786,200,6.030035
-1626.498191,200,8.994088
-1816.738169,200,12.084533
-1851.284438,200,14.569368
-1322.645624,200,17.360413
-1506.318112,200,19.454544
-1405.099863,200,21.553687
-1240.994197,200,23.651589
-901.505716,200,25.746278
-667.321669,200,28.642044
-394.601323,200,31.648862
-127.353052,200,34.792315
-133.289712,200,37.910293
-2.256049,200,40.944734
-265.668481,200,44.80049
-126.293881,200,47.85887
-117.020024,200,51.197471
-267.023445,200,54.366058
-1.250423,200,57.527535
-805.975166,200,61.219199
-2.144468,200,64.27195
-1.32518,200,67.388549
-2.105181,200,70.57745
-121.805848,200,73.617137
-1435.731826,200,77.294441
-380.866285,200,80.271802
-120.226199,200,82.567139
-1.142335,200,84.683558
-238.244326,200,86.799424
-118.666564,200,89.962513
-124.771351,200,92.080521
-122.396448,200,94.559493
-0.928123,200,96.952056
-114.977421,200,99.065181
-121.819111,200,102.743566
-239.301704,200,105.675925
-0.789152,200,108.914595
-116.74199,200,112.146607
-0.741509,200,115.268154
-120.279644,200,119.312045
-119.973163,200,122.493151
-238.272598,200,125.759318
-252.62072,200,129.005177
-354.470913,200,132.222723
-224.982906,200,136.132823
-126.195476,200,139.077138
-356.677349,200,142.065738
-238.053529,200,145.264459
-243.64411,200,148.260657
-118.719647,200,152.283675
-249.939828,200,155.563058
-1.233926,200,158.624992
-118.388685,200,161.758938
-128.315789,200,164.904795
-1.144812,200,168.625017
-3.372154,200,171.854363
-118.040044,200,174.78964
-241.31892,200,177.838348
-0.914402,200,180.793404
-121.965424,200,184.65489
-0.64622,200,187.627621
-240.784855,200,190.718729
-245.625344,200,193.682704
-118.60557,200,196.712177
-127.435013,200,200.366405
-0.827664,200,203.23993
-127.559471,200,206.433791
-243.762303,200,209.753975
-130.771988,200,212.820634
-127.748726,200,216.7551
-129.210766,200,219.990102
-129.559487,200,223.123159
-134.218026,200,226.23855
-142.788886,200,229.198946
-5.012828,200,233.321678
-139.331098,200,236.517032
-143.138483,200,239.558758
-144.643049,200,242.571599
-128.717631,200,245.530424
-139.645083,200,249.295734
-23.591085,200,252.203955
-125.854814,200,255.589876
-0.968387,200,258.628211
-244.400815,200,261.944298
-227.722784,200,265.797494
-260.746248,200,269.094618
-234.311548,200,272.028118
-147.512578,200,275.311146
-0.68773,200,278.454654
-266.324164,200,282.137752
-26.051487,200,285.228706
-143.64339,200,288.281956
-127.434956,200,291.362149
-349.694721,200,294.308819
-1.115126,200,298.092991
-126.255744,200,301.092112
-229.123049,200,304.156612
-120.413061,200,307.246365
-228.145013,200,310.266002
-1.383806,200,313.879548
-123.692729,200,316.955514
-116.218056,200,319.900138
-127.859573,200,322.888905
-122.817284,200,325.889478
-115.419948,200,329.884016
-225.666783,200,332.923867
-115.340493,200,335.369045
-3.71931,200,337.493013
-120.122329,200,339.627764
-130.726863,200,342.431696
-227.954448,200,345.00183
-234.150385,200,348.147691
-239.826511,200,351.367065
-1.714681,200,354.288964
-126.397037,200,358.203895
-126.942454,200,361.521899
-128.95835,200,364.529543
-245.809008,200,367.54457
-242.994687,200,370.590549
-0.721171,200,374.393757
-248.020955,200,376.888565
-3.719479,200,379.017572
-114.435908,200,381.15125
-114.553421,200,383.496987
