#{"t_start": 1734261852.2893593, "env_id": "Pendulum-v1"}
r,l,t
-1680.572299,200,1.084974
-1857.895674,200,1.152768
-990.764128,200,1.220635
-1750.68075,200,1.288244
-1419.774875,200,1.358533
-865.185894,200,1.941433
-1059.94286,200,2.009503
-1180.541636,200,2.078076
-829.520436,200,2.147418
-1071.640527,200,2.216285
-866.895002,200,2.765591
-855.131064,200,2.834035
-1616.668418,200,2.903449
-1644.800482,200,2.971502
-1541.203849,200,3.039568
-1634.248377,200,3.668257
-1631.477772,200,3.738881
-1186.781234,200,3.807487
-1099.666699,200,3.87657
-1169.640204,200,3.945558
-1735.21354,200,4.58585
-991.223489,200,4.654564
-1246.973413,200,4.722985
-1110.638302,200,4.791903
-764.022936,200,4.862431
-1055.485135,200,5.444525
-1165.350164,200,5.51406
-1068.636721,200,5.58312
-880.625675,200,5.653978
-877.218179,200,5.722371
-1246.888462,200,6.319297
-1379.047648,200,6.388329
-1247.431009,200,6.458668
-1391.052228,200,6.526966
-1740.74566,200,6.59625
-1694.185086,200,7.246564
-984.52013,200,7.317073
-1470.386325,200,7.387004
-1169.878364,200,7.456353
-1151.987407,200,7.525885
-1426.24321,200,8.210138
-1084.973775,200,8.279672
-1007.510706,200,8.348379
-1244.159544,200,8.417692
-1183.251787,200,8.488736
-1006.415485,200,9.13478
-1255.566888,200,9.203079
-1487.828643,200,9.272811
-1072.32269,200,9.343293
-910.399173,200,9.412402
-1823.669824,200,10.346398
-1498.572843,200,10.658624
-1346.40675,200,10.973863
-1818.258493,200,11.285044
-1599.889459,200,11.598413
-1456.100445,200,12.383631
-1143.371235,200,12.700639
-1400.22512,200,13.011436
-1107.851956,200,13.325809
-828.488589,200,13.636436
-8.928894,200,14.438317
-861.176514,200,14.750027
-5.358561,200,15.06752
-982.295897,200,15.38098
-1182.590063,200,15.699194
-130.301197,200,16.607593
-1502.816061,200,16.880168
-127.963261,200,17.149963
-1149.655626,200,17.424762
-1406.315051,200,17.693143
-1514.489426,200,18.563407
-120.754777,200,18.833578
-910.041533,200,19.109615
-117.13266,200,19.380759
-118.8827,200,19.652005
-129.141112,200,20.592014
-786.668768,200,20.861951
-242.363228,200,21.127122
-3.507176,200,21.396304
-126.168758,200,21.661524
-123.506233,200,22.405364
-1166.772597,200,22.669531
-127.051575,200,22.936826
-130.146491,200,23.200982
-653.948983,200,23.469597
-244.950609,200,24.218554
-252.638716,200,24.486382
-6.139581,200,24.750942
-136.156567,200,25.019897
-237.11641,200,25.283977
-1036.611466,200,26.167354
-131.97221,200,26.481055
-297.303784,200,26.801867
-135.838732,200,27.117546
-123.662844,200,27.437142
-10.85954,200,28.241951
-252.602364,200,28.562649
-248.000063,200,28.880038
-136.585806,200,29.200368
-124.660649,200,29.512532
-10.28175,200,30.300404
-238.885779,200,30.611761
-122.687198,200,30.927491
-123.52458,200,31.237655
-127.964259,200,31.557184
-123.069662,200,32.352696
-132.433845,200,32.668321
-276.744413,200,32.979472
-2.511633,200,33.296506
-128.934507,200,33.606436
-129.18455,200,34.397943
-126.652557,200,34.713783
-245.005014,200,35.031101
-131.615224,200,35.341808
-122.726415,200,35.657395
-340.986636,200,36.442965
-121.237693,200,36.760004
-236.859012,200,37.070035
-243.349203,200,37.38508
-367.163401,200,37.696216
-345.778764,200,38.488921
-12.261383,200,38.800791
-238.180618,200,39.115539
-125.323683,200,39.427588
-13.878128,200,39.74519
