#{"t_start": 1734264276.9101787, "env_id": "Pendulum-v1"}
r,l,t
-1189.853697,200,1.084416
-1775.56699,200,1.152777
-865.656979,200,1.220769
-1619.290202,200,1.289397
-1313.426067,200,1.360651
-1075.644651,200,1.927696
-1117.125283,200,1.997517
-1663.128959,200,2.066256
-967.351994,200,2.139462
-1378.685064,200,2.208264
-1770.858156,200,2.98346
-1593.193564,200,3.052283
-1607.787003,200,3.123568
-1290.352728,200,3.19214
-1390.139064,200,3.261412
-903.715202,200,3.855467
-1166.301356,200,3.926994
-877.057469,200,3.99707
-1318.629915,200,4.066086
-1561.072805,200,4.13437
-1183.053854,200,4.717009
-1373.501794,200,4.786237
-1274.588537,200,4.85515
-970.977577,200,4.92415
-1653.268211,200,4.994409
-1518.31082,200,5.574002
-884.137154,200,5.650275
-1731.066858,200,5.759963
-991.475779,200,5.831221
-778.794845,200,5.899868
-1568.002741,200,6.51979
-859.555079,200,6.590976
-1075.580344,200,6.687587
-964.459573,200,6.757384
-1358.377588,200,6.881424
-1279.077385,200,7.517816
-1170.866495,200,7.589122
-1286.911664,200,7.658808
-1087.067063,200,7.764514
-1366.706117,200,7.834365
-858.390243,200,8.521909
-1392.646301,200,8.590908
-1311.119057,200,8.664721
-1779.009216,200,8.735045
-1553.900061,200,8.868681
-1540.355478,200,9.526807
-1196.862249,200,9.598344
-921.875931,200,9.667614
-960.611457,200,9.804549
-1117.375381,200,9.873701
-1331.517401,200,10.716453
-1503.362612,200,10.878876
-1095.989624,200,11.047205
-1836.179209,200,11.212324
-1452.599663,200,11.371024
-1555.998697,200,12.036525
-1774.389494,200,12.205973
-1899.888048,200,12.365646
-1664.798418,200,12.53224
-1720.730067,200,12.692889
-1569.99012,200,13.396442
-1784.652461,200,13.557063
-1691.547508,200,13.724282
-1783.355412,200,13.882717
-1828.116261,200,14.05461
-1693.126428,200,14.840418
-1799.492129,200,15.000564
-1777.248526,200,15.166207
-1831.718826,200,15.326021
-1803.908378,200,15.491874
-1578.635358,200,16.219353
-1792.603479,200,16.3878
-1691.79134,200,16.556137
-1736.3812,200,16.717999
-1796.167761,200,16.886203
-1705.970056,200,17.570344
-1452.235295,200,17.739303
-1865.103216,200,17.899148
-1905.554633,200,18.06581
-1827.964733,200,18.224939
-1885.218024,200,18.864493
-1507.772068,200,19.032736
-1521.904447,200,19.192958
-1186.146456,200,19.359641
-1173.626779,200,19.524276
-1865.010732,200,20.284966
-1404.265354,200,20.443797
-1255.284981,200,20.609226
-1175.379987,200,20.777806
-1565.337009,200,20.937232
-1353.986797,200,21.594501
-1199.909064,200,21.753963
-1859.017982,200,21.920303
-1487.45676,200,22.080874
-1442.494742,200,22.249916
-1561.59881,200,22.904019
-1332.78129,200,23.071822
-1295.101336,200,23.239595
-1279.419734,200,23.3978
-1092.270022,200,23.564042
-1076.529295,200,24.337788
-1384.671243,200,24.52206
-1067.360757,200,24.690434
-947.634994,200,24.988356
-1238.155012,200,25.177239
-1153.295836,200,25.966921
-1243.442394,200,26.135022
-1238.368443,200,26.30309
-1922.245964,200,26.473731
-1501.107874,200,26.635293
-1806.935816,200,27.405339
-1167.331991,200,27.565817
-991.379777,200,27.734809
-1366.045919,200,27.903435
-1300.554417,200,28.064064
-1271.260129,200,28.738673
-1027.813134,200,28.899296
-1198.027447,200,29.067179
-1192.50687,200,29.228615
-1417.5103,200,29.398792
-1057.059825,200,30.045837
-1759.913525,200,30.205601
-1157.608077,200,30.371978
-1137.410862,200,30.530058
-1121.322373,200,30.697018
