#{"t_start": 1734271851.701265, "env_id": "Pendulum-v1"}
r,l,t
-1198.012432,200,1.110636
-1205.445332,200,1.195311
-1596.104186,200,1.279712
-876.349456,200,1.364698
-900.03307,200,1.452124
-1172.534408,200,2.044428
-1305.369957,200,2.128981
-900.758809,200,2.212791
-890.746671,200,2.299971
-887.775986,200,2.384016
-879.329214,200,3.193081
-1631.433547,200,3.277745
-673.477932,200,3.363776
-1414.314912,200,3.448526
-1203.342379,200,3.533466
-758.029674,200,4.165241
-903.820594,200,4.250514
-984.213381,200,4.33587
-916.40048,200,4.420552
-964.602834,200,4.50544
-1648.761698,200,5.113425
-1256.979154,200,5.197634
-1690.523434,200,5.282132
-1429.031246,200,5.366921
-1455.444594,200,5.452703
-1352.956483,200,6.014841
-1484.354836,200,6.100579
-1662.199913,200,6.185445
-1670.771362,200,6.271121
-925.0207,200,6.355557
-1206.788446,200,7.004901
-958.620115,200,7.090414
-1181.161992,200,7.177249
-1508.477242,200,7.262869
-1186.612806,200,7.34885
-1159.016289,200,7.958028
-979.821943,200,8.045093
-1183.215704,200,8.130862
-995.58572,200,8.216674
-1207.734975,200,8.302636
-1428.984497,200,8.910054
-981.284595,200,8.995394
-950.226929,200,9.083776
-893.705163,200,9.169653
-1071.539709,200,9.257115
-1031.659732,200,9.893498
-1599.131209,200,9.97949
-1029.456171,200,10.065796
-1201.773357,200,10.152586
-1078.644241,200,10.238116
-1505.931849,200,12.541888
-1556.5451,200,14.27106
-1539.50896,200,15.881378
-1551.97547,200,17.49023
-1548.215026,200,19.074508
-1553.881178,200,21.167807
-1560.833096,200,22.706004
-1362.294539,200,24.245631
-1451.670673,200,25.772684
-1524.721429,200,27.320722
-1453.888504,200,29.45184
-1534.805172,200,30.986875
-1542.205321,200,32.527877
-1460.462908,200,34.089989
-1517.277406,200,35.671873
-1505.277857,200,37.774609
-1517.817531,200,39.345178
-1530.996998,200,40.86164
-1558.971725,200,42.113441
-1390.323095,200,43.250729
-1503.104338,200,44.847573
-1456.595677,200,45.989004
-1565.832404,200,47.131682
-1513.566892,200,48.608928
-1330.839135,200,50.160847
-1511.704051,200,52.17627
-1544.747578,200,53.672477
-1507.711375,200,55.179463
-1538.225283,200,56.68436
-1518.885283,200,57.891075
-1506.923872,200,59.490043
-1543.38294,200,60.628306
-1545.113105,200,61.765407
-1549.600438,200,62.902482
-1554.923054,200,64.408729
-1556.544036,200,66.360024
-1532.662362,200,67.858368
-1467.074704,200,69.349609
-1416.305686,200,70.856061
-1401.232832,200,72.354663
-1514.046691,200,74.307744
-1516.617698,200,75.804188
-1533.646878,200,77.316425
-1512.853734,200,78.585267
-1459.849263,200,79.739002
-1555.267969,200,81.351603
-1449.666079,200,82.519791
-1396.57289,200,83.675797
-1477.521001,200,84.828753
-1548.930495,200,85.984384
-1525.917856,200,87.604529
-1504.150161,200,88.769584
-1503.564598,200,89.925349
-1537.057761,200,91.081546
-1522.147065,200,92.240717
-1466.401164,200,93.856903
-1501.664598,200,95.020773
-1551.168523,200,96.179848
-1562.028743,200,97.33832
-1555.15973,200,98.491188
-1504.710348,200,100.111629
-1496.878477,200,101.276305
-1500.925273,200,102.434996
-1410.893237,200,103.588436
-1448.151645,200,104.743015
-1516.301063,200,106.358143
-1537.941823,200,107.530912
-1522.239252,200,108.680444
-1404.502889,200,109.831134
-1513.819972,200,110.978856
-1512.543421,200,112.594409
-1376.11238,200,113.760141
-1489.667009,200,114.909872
-1555.700932,200,116.060032
-1523.748953,200,117.212222
