#{"t_start": 1734272645.4978054, "env_id": "Pendulum-v1"}
r,l,t
-1295.607081,200,1.078057
-1814.001868,200,1.146756
-1390.930315,200,1.214739
-967.358687,200,1.283196
-630.635342,200,1.354419
-894.949018,200,1.937523
-939.828416,200,2.004976
-1213.695172,200,2.074125
-1857.441652,200,2.143852
-1355.494979,200,2.212318
-1696.373586,200,2.757553
-1051.762447,200,2.826439
-1430.595822,200,2.896103
-1092.669035,200,2.964259
-963.582913,200,3.032512
-1633.118617,200,3.867112
-1092.594056,200,3.937989
-1763.317311,200,4.005949
-1577.862803,200,4.074663
-807.159964,200,4.143386
-1245.488036,200,4.852621
-1456.026717,200,4.921507
-869.698556,200,4.99091
-1767.423981,200,5.060915
-1297.690979,200,5.13112
-1783.064634,200,5.766599
-1463.728428,200,5.835701
-767.37247,200,5.905292
-1357.824966,200,5.975419
-1100.137223,200,6.044086
-1060.244662,200,6.612899
-870.574717,200,6.681932
-1497.361593,200,6.752083
-863.458003,200,6.821638
-1765.970568,200,6.890607
-1074.57053,200,7.447095
-1828.351122,200,7.517007
-1070.403428,200,7.585814
-1186.52414,200,7.655368
-1364.771185,200,7.724988
-1298.9424,200,8.439911
-995.935467,200,8.509348
-1314.786002,200,8.577949
-1223.268982,200,8.64707
-1341.714649,200,8.717998
-872.031447,200,9.277577
-1196.479894,200,9.347212
-941.228824,200,9.41608
-1029.530741,200,9.485513
-958.465503,200,9.554069
-1560.643986,200,10.484701
-1619.764186,200,10.799124
-1192.046288,200,11.0836
-1651.758183,200,11.388325
-1584.647772,200,11.709888
-1620.756942,200,12.473859
-1359.961205,200,12.763473
-1589.253409,200,13.04075
-1659.735343,200,13.321417
-1252.209686,200,13.598136
-1446.233624,200,14.356789
-1146.307704,200,14.632894
-1138.790925,200,14.91558
-1273.898341,200,15.203337
-1644.034487,200,15.510519
-1583.906566,200,16.291629
-1341.382778,200,16.612461
-1145.992786,200,16.919793
-1409.72476,200,17.211798
-1269.574238,200,17.527114
-1577.877879,200,18.341939
-1152.560321,200,18.656242
-1337.558719,200,18.94232
-1419.698602,200,19.221044
-1142.901993,200,19.500876
-1575.096404,200,20.256861
-1454.074206,200,20.539536
-1154.486768,200,20.819315
-1659.244219,200,21.109307
-1660.654276,200,21.394115
-1338.180509,200,22.187825
-1643.454491,200,22.501011
-1170.961078,200,22.816007
-1285.721086,200,23.121186
-1119.361197,200,23.434152
-1323.329002,200,24.275187
-1588.297475,200,24.590788
-1161.204536,200,24.904456
-1609.029979,200,25.2216
-1641.741309,200,25.532684
-1629.29802,200,26.383954
-1198.176112,200,26.695462
-1362.450462,200,27.016844
-1158.501083,200,27.330866
-1215.018388,200,27.645171
-1569.306979,200,28.43175
-1136.484553,200,28.752296
-1588.325398,200,29.073462
-947.029164,200,29.385339
-1558.993732,200,29.690266
-1669.194582,200,30.479725
-1611.867139,200,30.786951
-1650.539887,200,31.096755
-1259.736883,200,31.404215
-1339.413611,200,31.715645
-1309.289649,200,32.51682
-1656.5859,200,32.830101
-1238.821768,200,33.135221
-1153.209374,200,33.44673
-1101.289554,200,33.753189
-1618.90836,200,34.542469
-1342.658411,200,34.848483
-1663.70003,200,35.160124
-1170.197967,200,35.467078
-1617.578617,200,35.778565
-1617.463414,200,36.563441
-1666.505286,200,36.876003
-1178.743907,200,37.182024
-1380.866434,200,37.495996
-1610.289691,200,37.80529
-1151.092118,200,38.595515
-1158.362531,200,38.901085
-1158.327171,200,39.211739
-1155.137082,200,39.515549
-950.209771,200,39.826124
