#{"t_start": 1734264344.6711144, "env_id": "Pendulum-v1"}
r,l,t
-876.205567,200,1.481596
-1650.160117,200,1.736775
-1667.881849,200,1.979218
-1370.300225,200,2.230992
-1578.166384,200,2.47168
-1063.706345,200,3.418074
-1322.384037,200,3.661024
-1457.711717,200,3.913094
-967.796754,200,4.165123
-1521.418561,200,4.402722
-1040.567638,200,5.354183
-1441.373163,200,5.594103
-893.956184,200,5.848192
-1125.806591,200,6.085235
-1013.019869,200,6.337533
-1542.285923,200,7.252484
-1329.043063,200,7.513985
-1801.256889,200,7.766941
-802.609165,200,8.005298
-1662.157064,200,8.256831
-1471.662496,200,9.177243
-1325.027244,200,9.429738
-995.193052,200,9.668211
-1622.804297,200,9.920033
-886.355414,200,10.174054
-1301.470758,200,11.088648
-1306.464754,200,11.342034
-1116.161025,200,11.580703
-1494.102917,200,11.833109
-1438.729239,200,12.070879
-1252.447995,200,13.003947
-1036.325348,200,13.246018
-1327.356141,200,13.501498
-1248.326103,200,13.753502
-881.866573,200,13.993754
-932.519978,200,14.921288
-1660.122273,200,15.160439
-1523.393665,200,15.413441
-1146.268751,200,15.651219
-1014.276261,200,15.90236
-1196.787904,200,16.834509
-896.718395,200,17.072739
-1162.95786,200,17.323895
-1672.459448,200,17.561938
-753.456674,200,17.813945
-1163.333308,200,18.736195
-1487.744502,200,18.990622
-1382.305749,200,19.229649
-992.62531,200,19.483565
-872.179804,200,19.736826
-965.289218,200,20.65422
-1573.78255,200,20.905178
-1186.022215,200,21.145007
-1176.226252,200,21.395959
-1167.591967,200,21.636531
-1073.220448,200,22.565905
-1594.361465,200,22.819322
-1188.621249,200,23.056886
-969.265425,200,23.3114
-1209.05403,200,23.550568
-922.315929,200,24.494195
-1675.914676,200,24.736265
-874.89263,200,24.988119
-1734.540469,200,25.230977
-1155.642134,200,25.490601
-1805.097948,200,26.431406
-1167.910023,200,26.677597
-1718.043138,200,26.934772
-1315.58204,200,27.181742
-966.612408,200,27.437009
-999.690639,200,28.465593
-1822.469032,200,28.725271
-1077.233614,200,28.982308
-1022.097271,200,29.342144
-1394.256989,200,29.600869
-1305.173631,200,30.555858
-870.072143,200,30.814239
-902.982762,200,31.058048
-1464.917977,200,31.316174
-893.125859,200,31.558077
-1059.32011,200,32.842656
-1597.640679,200,33.102723
-970.196489,200,33.346122
-1221.894875,200,33.605182
-1188.254416,200,33.849637
-961.819737,200,34.900222
-1690.544756,200,35.141693
-1087.719193,200,35.400866
-1080.994663,200,35.657975
-885.698742,200,35.901396
-1190.039923,200,36.888
-892.529727,200,37.135314
-831.319796,200,37.393583
-1582.900176,200,37.639545
-1389.439015,200,37.896124
-1429.74646,200,38.909415
-1160.668094,200,39.165298
-1645.701664,200,39.567935
-1782.603437,200,39.806547
-1470.877571,200,40.058599
-981.811575,200,41.254798
-896.143597,200,41.509686
-1089.781709,200,41.747744
-1579.949956,200,42.000106
-1611.528152,200,42.25575
-904.34973,200,43.213366
-1216.967983,200,43.467413
-1507.352608,200,43.708392
-968.964891,200,43.963505
-1478.44008,200,44.201355
-878.602205,200,45.278444
-1606.642252,200,45.519143
-1336.758172,200,45.774669
-907.806798,200,46.027089
-820.692624,200,46.267163
-1024.543128,200,47.321107
-1597.014917,200,47.56398
-778.609084,200,47.817099
-966.199979,200,48.056347
-1013.240773,200,48.31153
-854.226122,200,49.301973
-869.004959,200,49.56909
-861.333154,200,49.821896
-1265.271898,200,50.060857
-1339.78764,200,50.316878
