#{"t_start": 1734271232.7052126, "env_id": "Pendulum-v1"}
r,l,t
-952.36607,200,1.134056
-987.033234,200,1.218478
-1168.040604,200,1.302583
-852.501685,200,1.38668
-1716.962577,200,1.473896
-1116.98357,200,2.069485
-894.932571,200,2.162314
-884.237294,200,2.246977
-1292.614626,200,2.332415
-1118.992521,200,2.415699
-1344.079043,200,2.987904
-1612.608623,200,3.072021
-1626.139295,200,3.157181
-1413.654928,200,3.241104
-1368.130924,200,3.325414
-1173.190488,200,3.866241
-1486.946911,200,3.951392
-1079.221909,200,4.035624
-971.237925,200,4.120158
-1062.225985,200,4.204674
-1628.936694,200,4.746416
-1137.099448,200,4.830172
-1794.228686,200,4.914107
-1068.121327,200,4.998276
-1512.654976,200,5.082806
-1674.339324,200,5.623258
-1325.594156,200,5.706768
-867.307504,200,5.79032
-1652.414747,200,5.87489
-1193.499192,200,5.958956
-1371.356082,200,6.499815
-1344.163236,200,6.583512
-1412.82547,200,6.668106
-1265.999354,200,6.751543
-898.921075,200,6.835195
-993.947185,200,7.37633
-808.082833,200,7.461757
-1241.281235,200,7.546136
-1719.71531,200,7.629796
-1001.143014,200,7.715572
-996.048526,200,8.448419
-1397.453313,200,8.53241
-1252.362163,200,8.616908
-1078.231864,200,8.701279
-1029.427963,200,8.787245
-910.972834,200,9.331371
-954.318977,200,9.416215
-1299.143345,200,9.500553
-1117.666975,200,9.585644
-1694.779896,200,9.66912
-1227.048959,200,11.844928
-1583.570418,200,13.403413
-1636.186236,200,14.973583
-1028.063877,200,16.538079
-1528.607858,200,18.098497
-1648.23263,200,20.018361
-1623.990784,200,21.361423
-1625.080106,200,22.659664
-1561.995735,200,24.014537
-1547.707565,200,25.480224
-1648.91005,200,27.468907
-1625.890919,200,29.022927
-859.647122,200,30.582838
-1267.180343,200,32.142739
-1628.622294,200,33.710943
-1575.990023,200,35.546504
-1410.667293,200,36.965171
-1063.755532,200,38.259858
-1634.131093,200,39.811835
-1047.205876,200,41.390236
-1523.470016,200,43.479501
-1614.704792,200,45.052657
-1396.652712,200,46.612321
-1522.98453,200,48.167721
-1669.729289,200,49.728878
-1651.202426,200,51.745747
-952.650165,200,53.308907
-1645.914585,200,54.876284
-1462.163633,200,56.45537
-1620.810162,200,58.033202
-1512.676951,200,60.022716
-1516.057055,200,61.291984
-1343.799569,200,62.561185
-1354.295959,200,63.957986
-1522.252725,200,65.533993
-1521.133674,200,67.558294
-1433.586337,200,69.114317
-1536.424868,200,70.673582
-1188.074147,200,72.238404
-1664.101754,200,73.814787
-1582.978621,200,75.839495
-1277.998636,200,77.415918
-1337.5951,200,78.999271
-1532.444899,200,80.540983
-1666.607128,200,82.023418
-1658.155453,200,83.948515
-1650.035129,200,85.517228
-1577.190598,200,87.072549
-1515.544592,200,88.382454
-1334.860346,200,89.772085
-1588.710912,200,91.692822
-1654.596576,200,93.11154
-1599.542233,200,94.520184
-1261.173506,200,96.081753
-1624.075835,200,97.66253
-1617.376995,200,99.511642
-1588.680215,200,100.801581
-1470.55915,200,102.205404
-1644.700247,200,103.482382
-1540.246126,200,104.754529
-1254.139709,200,106.557728
-1171.994869,200,107.870597
-1062.25689,200,109.408181
-1071.123656,200,110.946429
-1640.978287,200,112.468951
-1517.516377,200,114.457715
-1619.962278,200,115.79754
-1310.795473,200,117.069564
-1650.404778,200,118.610983
-1079.437302,200,120.167922
-1203.183915,200,122.170069
-1099.168511,200,123.717149
-1179.189508,200,125.272862
-1652.643354,200,126.8049
-1196.022366,200,128.346235
