#{"t_start": 1734271683.9600554, "env_id": "Pendulum-v1"}
r,l,t
-1336.114395,200,1.507039
-1021.128759,200,1.818275
-1500.7448,200,2.128925
-1595.894944,200,2.441428
-602.196891,200,2.770044
-1655.031083,200,3.776128
-1683.674468,200,4.086397
-1616.067152,200,4.396613
-1304.309705,200,4.726451
-1626.087433,200,5.036418
-1583.049708,200,6.026299
-1151.762411,200,6.341058
-953.083995,200,6.669225
-1104.993897,200,6.979938
-1406.234328,200,7.291072
-1673.111614,200,8.278814
-1079.983827,200,8.60542
-1332.260976,200,8.914174
-1351.629203,200,9.224085
-1216.471753,200,9.53511
-1666.791932,200,10.54117
-1690.016621,200,10.837146
-945.7591,200,11.121429
-1449.502812,200,11.419012
-1494.650354,200,11.750087
-1660.699893,200,12.745795
-1494.095352,200,13.043656
-1210.524109,200,13.355225
-1635.224851,200,13.680763
-1598.513297,200,13.98993
-1211.925263,200,14.981734
-1494.46315,200,15.277588
-1513.76625,200,15.60384
-1383.573795,200,15.913201
-1498.699738,200,16.222827
-819.053618,200,17.209114
-1290.039372,200,17.540737
-1499.344407,200,17.854121
-1257.646354,200,18.163276
-1494.903782,200,18.473227
-1460.331642,200,19.48006
-1501.185113,200,19.788316
-1669.040467,200,20.096071
-1680.794437,200,20.405494
-1496.316647,200,20.729512
-1393.022697,200,21.720791
-1359.763716,200,22.032175
-1287.814294,200,22.34322
-1193.318698,200,22.668254
-1604.985645,200,22.980453
-1606.977603,200,23.982042
-1068.739606,200,24.293099
-1631.509905,200,24.61762
-1588.727698,200,24.928226
-1170.862613,200,25.238893
-1493.836057,200,26.227124
-1647.296701,200,26.551614
-1585.343084,200,26.860164
-1506.639238,200,27.169051
-1482.73204,200,27.480337
-1494.758969,200,28.481347
-1603.608939,200,28.795115
-948.511774,200,29.103184
-1515.351926,200,29.418521
-1491.333236,200,29.747333
-1676.932175,200,30.748296
-1664.509521,200,31.104283
-1675.683666,200,31.417383
-1492.134822,200,31.746872
-1638.743954,200,32.059754
-1493.37749,200,33.059713
-1514.081315,200,33.372764
-1681.200071,200,33.70191
-1592.000824,200,34.016873
-1583.806285,200,34.330542
-1252.975726,200,35.437093
-1217.966631,200,35.766225
-1391.185628,200,36.128739
-1499.662112,200,36.444719
-1254.611513,200,36.760392
-1645.116813,200,37.820211
-1608.413017,200,38.13427
-1581.771421,200,38.450011
-1282.929111,200,38.765451
-1233.12186,200,39.095823
-1158.845875,200,40.156739
-1357.592187,200,40.469523
-1178.815056,200,40.787261
-1497.663016,200,41.118135
-1396.160989,200,41.433462
-1687.878188,200,42.438435
-944.875269,200,42.754111
