#{"t_start": 1734264178.965053, "env_id": "Pendulum-v1"}
r,l,t
-971.791821,200,1.0783
-1172.464647,200,1.144286
-972.06948,200,1.210059
-960.317087,200,1.275693
-1238.214367,200,1.34549
-1057.047919,200,1.924645
-1273.159268,200,1.990208
-911.455109,200,2.05659
-868.189205,200,2.12384
-1500.800592,200,2.189369
-998.200837,200,2.72683
-1479.052421,200,2.792512
-1275.042054,200,2.860178
-1829.702043,200,2.92576
-1751.738087,200,2.992296
-1127.815253,200,3.616448
-858.418496,200,3.685528
-1081.592416,200,3.7525
-1699.968914,200,3.819916
-1501.010837,200,3.887378
-857.100206,200,4.444734
-1165.217187,200,4.511818
-1584.683788,200,4.578651
-1498.046394,200,4.645668
-788.602045,200,4.714341
-1666.766142,200,5.272658
-1698.723459,200,5.339934
-1319.065058,200,5.407452
-1530.098122,200,5.476557
-1348.465989,200,5.543219
-1380.323483,200,6.121631
-1170.116011,200,6.188684
-1152.831269,200,6.257175
-1629.219121,200,6.323838
-885.354875,200,6.488738
-1631.243182,200,7.134885
-1604.805945,200,7.206892
-895.129521,200,7.273576
-1735.034825,200,7.340402
-984.418562,200,7.407148
-1496.641942,200,8.082664
-1275.410854,200,8.1494
-862.172029,200,8.216665
-1126.024899,200,8.284235
-1717.645189,200,8.355913
-1660.815847,200,8.942258
-1289.224843,200,9.00998
-1209.257597,200,9.076988
-842.938495,200,9.256553
-895.784522,200,9.323473
-1455.105463,200,10.171497
-1045.2992,200,10.363918
-1123.90367,200,10.561327
-1207.305211,200,10.752399
-1193.424811,200,10.944859
-1345.05284,200,11.650901
-1084.233213,200,11.851081
-1298.046814,200,12.040471
-1740.704342,200,12.229655
-1079.536218,200,12.419336
-1639.146985,200,13.204566
-1158.679859,200,13.393415
-1346.664079,200,13.580526
-1160.285441,200,13.768616
-1891.174566,200,13.967109
-1471.576808,200,14.625092
-1402.824369,200,14.812975
-1006.995425,200,14.994991
-1555.230732,200,15.188004
-1876.521194,200,15.374968
-1063.684009,200,16.032604
-1128.316016,200,16.219933
-1393.692518,200,16.416935
-1370.346984,200,16.603845
-1796.932818,200,16.790868
-1204.395547,200,17.449318
-1059.890124,200,17.642514
-1158.730415,200,17.829941
-1293.004822,200,18.018697
-1824.145838,200,18.20596
-1792.026248,200,18.984053
-1744.811425,200,19.173504
-1832.658819,200,19.363332
-1208.642811,200,19.553076
-1373.219958,200,19.798705
-1641.499966,200,20.464189
-959.687778,200,20.654183
-1713.485121,200,20.843599
-1401.995446,200,21.044171
-1874.913866,200,21.233349
-1072.971704,200,21.917703
-1886.665295,200,22.101356
-1150.813171,200,22.296458
-1737.518439,200,22.486213
-1342.246319,200,22.675868
-1295.351531,200,23.360253
-1209.943422,200,23.562706
-1828.165397,200,23.756014
-1222.898505,200,23.946392
-1185.575791,200,24.136182
-1453.51004,200,24.867487
-1779.656758,200,25.056665
-1184.943935,200,25.246344
-946.118284,200,25.43765
-1595.735313,200,25.639467
-1593.616376,200,26.358592
-1595.145908,200,26.549443
-1191.369834,200,26.742275
-1162.910944,200,26.940594
-1325.284162,200,27.130988
-1610.236488,200,27.888518
-1660.185785,200,28.082049
-1762.794758,200,28.285268
-1486.291432,200,28.477185
-1213.854761,200,28.668147
-1558.028321,200,29.330488
-1551.774668,200,29.525986
-1406.819154,200,29.716127
-1624.578991,200,29.905639
-1277.102387,200,30.095883
-1586.251235,200,30.768172
-1384.112898,200,30.957697
-1627.624317,200,31.146858
-1741.225018,200,31.336532
-1639.689301,200,31.532014
