#{"t_start": 1734262132.3579075, "env_id": "Pendulum-v1"}
r,l,t
-1118.725534,200,1.163816
-870.956531,200,1.234253
-1041.987076,200,1.303719
-1095.818154,200,1.372313
-1047.671385,200,1.444998
-1186.851301,200,2.038905
-863.612634,200,2.109964
-863.599749,200,2.180924
-1139.654689,200,2.252949
-893.16943,200,2.324864
-864.234023,200,3.115144
-1578.355668,200,3.185182
-632.717356,200,3.256329
-756.837604,200,3.326864
-1211.657522,200,3.397798
-1017.515681,200,3.953329
-1528.884024,200,4.025182
-1313.375166,200,4.096645
-1270.175561,200,4.167136
-967.657622,200,4.238392
-1369.545386,200,4.852803
-1003.335778,200,4.923881
-1320.382236,200,4.995616
-1476.325507,200,5.066555
-760.667156,200,5.137664
-1068.383073,200,5.712239
-974.894597,200,5.783113
-904.471632,200,5.854727
-907.627814,200,5.926465
-968.74989,200,5.997407
-1177.286208,200,6.586851
-1070.498027,200,6.657818
-885.921023,200,6.729465
-902.767448,200,6.918249
-1802.552842,200,6.988896
-1099.219561,200,7.598778
-1148.118805,200,7.670304
-1754.895001,200,7.741402
-1175.833912,200,7.812456
-1074.245409,200,7.883511
-1769.622317,200,8.43468
-1553.680916,200,8.506141
-1166.372816,200,8.578065
-1197.754266,200,8.648671
-1079.359938,200,8.720935
-1291.528524,200,9.272773
-1162.959395,200,9.345027
-1291.662943,200,9.416672
-1287.328437,200,9.488982
-961.833837,200,9.560839
-1646.08499,200,10.473212
-1634.308669,200,10.644362
-1656.019345,200,10.809752
-1492.778743,200,10.982718
-1366.084671,200,11.1492
-849.153738,200,11.822052
-1607.034408,200,11.995952
-1343.600689,200,12.16022
-1586.547072,200,12.333367
-1633.085848,200,12.497931
-1544.886521,200,13.260904
-1567.22515,200,13.424839
-1633.688803,200,13.596703
-978.0835,200,13.760454
-1595.540261,200,13.932538
-1069.658235,200,14.650887
-1259.1948,200,14.816603
-1140.163859,200,14.99205
-1459.928771,200,15.157763
-1095.808026,200,15.329345
-1512.134518,200,15.965439
-1566.779825,200,16.134263
-1637.380032,200,16.305321
-1166.096556,200,16.466953
-1483.284892,200,16.635566
-1514.80239,200,17.269425
-1514.921352,200,17.439403
-1658.975985,200,17.605489
-1557.073305,200,17.774739
-1160.002132,200,17.936131
-1488.410925,200,18.574963
-1590.296987,200,18.743513
-1186.642285,200,18.904844
-1642.148929,200,19.0744
-1182.112723,200,19.236033
-1629.884042,200,19.874871
-1658.055193,200,20.036065
-1590.44474,200,20.205561
-920.554932,200,20.375608
-1636.158747,200,20.539704
-1609.517417,200,21.308444
-1579.161413,200,21.473751
-1186.335073,200,21.64755
-1659.292314,200,21.812897
-1368.960067,200,21.984482
-1604.798432,200,22.741098
-1587.567909,200,22.912397
-1423.29692,200,23.084718
-1657.668454,200,23.248586
-1356.106486,200,23.420659
-897.956877,200,24.146888
-1522.540962,200,24.319233
-1571.427065,200,24.486381
-1197.124091,200,24.660391
-1586.627857,200,24.832943
-1517.157901,200,25.580876
-1648.21551,200,25.753926
-1432.05106,200,25.919616
-1034.730407,200,26.09389
-1629.178195,200,26.259846
-1668.66682,200,26.941428
-1594.2147,200,27.103891
-1436.881879,200,27.385231
-1082.221358,200,27.558746
-947.500899,200,27.722507
-1581.665625,200,28.43773
-1636.322891,200,28.602133
-1355.436712,200,28.772426
-1118.668736,200,28.93544
-1591.990082,200,29.107194
-1610.529592,200,29.879484
-1592.348922,200,30.042517
-1608.995835,200,30.214293
-1521.062424,200,30.378342
-1317.761181,200,30.553708
