#{"t_start": 1734264046.2014391, "env_id": "Pendulum-v1"}
r,l,t
-955.550126,200,1.617828
-1067.705601,200,2.173736
-1178.388639,200,2.736586
-1336.512481,200,3.295946
-1497.550558,200,3.859205
-1188.504642,200,5.113917
-666.272941,200,5.680897
-1784.926477,200,6.238998
-1853.514501,200,6.803816
-1025.740384,200,7.365037
-1298.341083,200,8.603158
-1548.822292,200,9.16457
-1158.904402,200,9.726233
-1549.168895,200,10.288018
-1798.740437,200,10.851656
-1232.29664,200,12.103328
-1405.406076,200,12.668512
-1386.04213,200,13.228748
-1181.620367,200,13.794399
-1748.293266,200,14.356167
-1423.164727,200,15.595929
-1468.533974,200,16.15786
-1203.217017,200,16.731151
-1434.209771,200,17.304282
-1504.034669,200,17.881654
-1307.558518,200,19.134149
-1731.649797,200,19.704235
-1635.755638,200,20.272284
-1791.33251,200,20.818081
-1648.193192,200,21.283037
-1446.429713,200,22.549857
-1366.877574,200,23.130482
-1710.190556,200,23.70929
-1789.190345,200,24.272844
-1520.486979,200,24.837199
-1675.385497,200,26.075937
-1459.532026,200,26.637863
-1539.510207,200,27.203187
-1407.130658,200,27.766456
-1582.793183,200,28.331312
-1573.174811,200,29.568373
-1332.377651,200,30.127736
-1687.023583,200,30.695496
-1776.757034,200,31.258441
-1220.24693,200,31.819898
-1756.547655,200,33.063255
-1487.444377,200,33.632651
-1544.127931,200,34.204808
-1387.533688,200,34.779032
-1686.46126,200,35.349525
-1694.976554,200,36.760095
-1654.230517,200,37.341956
-1274.225257,200,38.015717
-1402.70571,200,38.585492
-1550.129798,200,39.159922
-1491.383492,200,40.59121
-1634.720634,200,41.165857
-1493.405185,200,41.73791
-1529.95325,200,42.307143
-1254.044179,200,42.934573
-1396.630607,200,44.304985
-1348.013689,200,44.883356
-1646.930762,200,45.45995
-1402.262382,200,46.043125
-1032.827524,200,46.630661
-1356.122532,200,48.19406
-1425.19136,200,48.796442
-1353.376873,200,49.390104
-1085.756337,200,49.984018
-1180.271091,200,50.556437
-1282.63774,200,51.80684
-1382.327604,200,52.384004
-1381.926284,200,52.955976
-1337.947335,200,53.529196
-901.141542,200,54.110707
-871.769519,200,55.415528
-1007.817231,200,56.126683
-1034.403884,200,56.70236
-1230.457223,200,57.275885
-1291.8266,200,57.848505
-1224.134019,200,59.192276
-1015.604304,200,59.762541
-999.322675,200,60.33503
-1079.165116,200,61.030843
-1003.316072,200,61.608217
-649.618388,200,63.314036
-937.805416,200,63.884203
-758.31586,200,64.455937
-1121.113437,200,65.032531
-639.269291,200,65.603634
-847.357924,200,67.249884
-1127.154066,200,67.819065
-1185.501963,200,68.392838
-881.328056,200,68.963238
-757.646644,200,69.538351
-751.899591,200,71.275388
-1045.716877,200,71.868989
-981.80571,200,72.461025
-942.294987,200,73.050811
-1032.767132,200,73.641182
-874.671068,200,74.930145
-1019.125095,200,75.527099
-925.960278,200,76.280934
-913.698191,200,76.991122
-1146.168034,200,77.585552
-866.062113,200,79.027803
-779.984346,200,79.597517
-919.685989,200,80.164292
-911.063554,200,80.734862
-1041.268779,200,81.300557
-820.283418,200,82.631232
-770.715229,200,83.204981
-911.059558,200,83.795982
-801.094455,200,84.370908
-787.985857,200,84.950523
-639.777754,200,86.339178
-908.700454,200,86.922485
-625.160491,200,87.505945
-876.183855,200,88.08484
-1004.755854,200,88.726299
-887.117364,200,90.288901
-637.577023,200,90.870258
-651.188467,200,91.46493
-690.430937,200,92.059907
-275.369987,200,92.647696
