#{"t_start": 1734261406.0878415, "env_id": "Pendulum-v1"}
r,l,t
-1529.075558,200,2.922378
-1835.620962,200,6.032316
-1489.886914,200,9.233938
-1466.65349,200,12.474278
-1158.804839,200,15.504894
-1354.109535,200,19.258717
-1192.098704,200,22.385922
-1233.75493,200,24.796861
-699.714056,200,27.630787
-1010.260495,200,30.844857
-893.256517,200,34.866213
-788.179628,200,38.121337
-136.984531,200,41.279718
-397.724729,200,44.374006
-134.576276,200,47.292078
-262.364681,200,51.305289
-127.896503,200,54.387867
-129.18907,200,57.502569
-647.612824,200,60.472353
-239.449788,200,63.726981
-129.632575,200,67.829786
-116.893272,200,71.105943
-127.393674,200,74.146435
-237.162839,200,77.373306
-248.035476,200,80.452458
-235.210346,200,84.550402
-360.930493,200,87.816877
-247.450348,200,90.939858
-126.443619,200,93.841058
-265.133142,200,95.95993
-123.454324,200,100.019387
-128.856936,200,103.330813
-119.056175,200,106.607262
-226.559523,200,109.830497
-1.17361,200,113.077897
-125.569788,200,117.111218
-121.465736,200,120.32599
-125.387965,200,123.480532
-124.08664,200,126.649521
-263.667861,200,129.791225
-263.058479,200,133.708939
-233.855094,200,136.710916
-115.993027,200,139.786148
-125.765467,200,142.850881
-1.34078,200,146.073923
-131.708553,200,149.87633
-117.941874,200,153.018667
-236.5814,200,156.257433
-124.60294,200,159.281502
-1.148071,200,162.283988
-127.53591,200,166.107705
-1.584906,200,169.121806
-119.158169,200,172.224667
-116.968551,200,175.186606
-121.101445,200,178.325006
-122.370818,200,182.162557
-119.538543,200,185.205229
-227.357417,200,188.271561
-116.915195,200,191.215273
-119.173297,200,194.187492
-120.139969,200,197.889527
-230.748653,200,201.207515
-127.657502,200,204.159498
-114.752569,200,207.224802
-124.998668,200,210.385044
-125.309238,200,214.186398
-219.818091,200,217.229548
-132.526794,200,220.305369
-121.173518,200,223.281787
-226.569151,200,226.405516
-231.792398,200,230.291441
-127.065757,200,233.32021
-2.319054,200,236.386606
-119.37986,200,239.011646
-227.079282,200,241.163157
-122.341419,200,244.740804
-116.608046,200,247.661036
-227.117809,200,250.737792
-249.931056,200,253.679886
-119.070394,200,256.834874
-2.768586,200,260.526437
-119.624669,200,263.678285
-127.104386,200,266.674249
-114.600897,200,269.734107
-222.728594,200,272.731467
-236.503816,200,276.43707
-118.167029,200,279.451094
-121.382773,200,282.662813
-226.663967,200,285.858724
-252.907632,200,288.968197
-220.018676,200,292.821471
-114.20055,200,295.777923
-129.904848,200,298.937179
-226.936565,200,301.812436
-234.061433,200,304.94508
-123.571755,200,308.633938
-224.85802,200,311.794606
-0.855365,200,314.776567
-128.854303,200,317.924018
-126.726249,200,320.803749
-126.609452,200,324.6058
-239.80316,200,327.578546
-117.397311,200,330.731948
-128.181853,200,333.797418
-3.961709,200,336.948399
-119.845104,200,340.580312
-119.425111,200,343.737248
-228.55927,200,346.836668
-118.949783,200,349.979989
-117.253583,200,353.013692
-115.50051,200,356.926684
-233.096729,200,359.899602
-124.298391,200,363.05322
-118.127096,200,365.969035
-216.893642,200,369.014166
-227.267345,200,372.978454
-223.316553,200,376.09085
-230.993388,200,379.308922
-247.057433,200,381.460668
-127.274528,200,383.611052
-2.572063,200,386.523599
-125.296468,200,388.68092
-125.122542,200,390.851652
-119.350006,200,394.006988
-242.980507,200,397.224909
