#{"t_start": 1734261146.0571449, "env_id": "Pendulum-v1"}
r,l,t
-1526.895423,200,1.144099
-887.756192,200,1.229345
-862.653664,200,1.316609
-1429.326752,200,1.400693
-1087.350884,200,1.487098
-783.14642,200,2.075113
-827.650637,200,2.158551
-867.509366,200,2.24315
-1333.089144,200,2.330629
-1436.833014,200,2.414038
-787.581331,200,2.96604
-1175.780528,200,3.051429
-1436.926463,200,3.137773
-1079.019091,200,3.222748
-1459.229779,200,3.307468
-1417.313016,200,3.865439
-1299.785909,200,3.951494
-1473.572656,200,4.03676
-1281.631129,200,4.12443
-980.118592,200,4.20804
-971.844037,200,4.753246
-1343.087485,200,4.836481
-1061.988929,200,4.920192
-1177.237205,200,5.00385
-1587.118977,200,5.089213
-1179.911484,200,5.633562
-961.281379,200,5.717792
-1380.553179,200,5.801725
-1691.144211,200,5.887399
-1280.308436,200,5.970872
-1221.462675,200,6.516543
-958.464385,200,6.600479
-1758.798527,200,6.686054
-973.480153,200,6.769464
-976.947486,200,6.852752
-1071.924477,200,7.395874
-1343.735685,200,7.480429
-1726.938401,200,7.563866
-1292.110657,200,7.647665
-1294.091577,200,7.731286
-1626.066202,200,8.272837
-996.519961,200,8.356968
-1257.119399,200,8.440891
-1523.036275,200,8.524761
-1069.171832,200,8.610132
-872.295469,200,9.155311
-1001.571243,200,9.239824
-972.525545,200,9.32424
-1277.63477,200,9.410658
-743.463583,200,9.495145
-1633.060206,200,11.653969
-1514.310347,200,13.19066
-551.209653,200,14.766081
-131.021062,200,16.351061
-132.506777,200,17.946089
-246.015401,200,20.31082
-1184.714222,200,21.903055
-260.568474,200,23.494995
-892.068069,200,25.087751
-1206.724017,200,26.671746
-1.940373,200,28.708053
-640.782248,200,30.273892
-5.54987,200,31.842767
-1135.884188,200,33.406855
-903.029236,200,34.739764
-622.426932,200,36.355127
-410.258704,200,37.729352
-514.430408,200,38.909387
-726.334474,200,40.108306
-397.719722,200,41.292443
-254.118503,200,43.031154
-1583.159259,200,44.629768
-3.004968,200,46.217829
-137.093657,200,47.762666
-2.241537,200,49.345451
-226.487921,200,51.386105
-131.315066,200,52.96605
-128.115851,200,54.453666
-129.20606,200,56.043172
-4.811607,200,57.628731
-121.850355,200,59.671359
-268.752737,200,61.249026
-136.090188,200,62.762478
-262.655276,200,64.322486
-402.412071,200,65.883028
-2.203912,200,67.917293
-671.705544,200,69.48071
-820.276393,200,71.054645
-516.238288,200,72.630326
-260.451163,200,74.216502
-261.531058,200,76.193121
-261.684641,200,77.756002
-2.542045,200,79.335883
-245.679736,200,81.041978
-116.420326,200,82.626751
-127.168385,200,84.59125
-3.25783,200,86.178108
-382.582895,200,87.834732
-257.264185,200,89.420814
-661.821161,200,91.004121
-528.481663,200,93.063932
-247.327932,200,94.648276
-245.627474,200,96.231075
-128.845143,200,97.798188
-121.942904,200,99.402014
-227.061685,200,101.062528
-122.516443,200,102.24196
-1027.647116,200,103.400766
-1.924053,200,104.574285
-402.063751,200,105.739724
-259.176695,200,107.669894
-135.145372,200,109.196013
-267.140441,200,110.773915
-8.385701,200,112.344829
-515.363175,200,113.850453
-272.119495,200,115.815877
-1057.457748,200,117.473182
-236.787775,200,118.978598
-6.727278,200,120.482728
-128.087511,200,121.985164
-119.921961,200,123.959572
-133.092975,200,125.460592
-384.676681,200,126.964185
-266.12101,200,128.475074
-261.064778,200,129.995268
